X,Y,Address,Subdivisio,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property T,List Price,Sold Price,Acres,# of Rooms,Total Othe,Tax Rate,Tax Value,New Constr,Fireplace,Garage,Cumulative,Days On Ma,Geocode Qu,City,State,addrtype,addrlocat
-78.605735963115393,35.8599338795521,2020 Quail Ridge Road,Fox Run,2946,1975,3,3,0,Detached,"$325,000","$345,000",.26-.5 Acres,7,0,1.06,"$256,633.00",No,1,0,1,1,1.06,NA,Raleigh,NC,place
-78.6266447933891,35.8397908,4113 Converse Drive,Hickory Hills,2065,1969,4,2,1,Detached,"$360,000","$345,000",.26-.5 Acres,8,0,1.0188,"$240,934.00",No,1,2,35,35,0.96,NA,Raleigh,NC,building
-78.74663,35.931436,5400 Harrington Grove Drive,Harrington Grove,2444,1993,4,2,1,Detached,"$350,000","$345,000",0-.25 Acres,8,0,1.0188,"$322,928.00",No,1,2,19,19,0.99,NA,Raleigh,NC,place
-78.563351521621,35.9260266006121,10616 Friendly Neighbor Lane,Bedford at Falls River,2744,2005,4,2,1,Detached,"$354,900","$345,000",0-.25 Acres,9,0,1.02,"$330,997.00",No,1,2,45,45,0.97,NA,Raleigh,NC,place
-78.6779985577877,35.9881944764684,12608 Scenic Drive,Falls Run,2393,1985,4,3,0,Detached,"$335,000","$346,000",1-2.9 Acres,9,0,0.6965,"$286,653.00",No,1,2,3,3,1.03,NA,Raleigh,NC,place
-78.7352613890614,35.6822191397196,2849 Anfield Road,White Hart,2218,1998,3,2,1,Detached,"$349,750","$346,000",.51-.75 Acres,12,0,0.7,"$286,799.00",No,1,2,5,5,0.99,NA,Raleigh,NC,place
-78.63138,35.772657,528 E Lenoir Street,Not in a Subdivision,1261,1984,3,2,0,Detached,"$349,900","$347,500",0-.25 Acres,7,0,1.0188,"$162,149.00",No,0,0,11,11,0.99,NA,Raleigh,NC,place
-78.6243603826864,35.7778479881635,905 E Hargett Street,Not in a Subdivision,1563,2016,3,3,0,Detached,"$359,000","$347,500",0-.25 Acres,8,0,1.0355,"$99,205.00",Yes,0,0,196,196,0.97,NA,Raleigh,NC,place
-78.634721,35.860142,234 Dublin Road,Eden Forest,2250,1964,4,2,1,Detached,"$350,000","$347,500",.51-.75 Acres,8,0,0.0106,"$191,044.00",No,1,0,73,73,0.99,NA,Raleigh,NC,place
-78.5693942171336,35.9256989008359,2240 Caramoor Lane,Bedford at Falls River,2708,2004,4,2,1,Detached,"$350,000","$348,000",0-.25 Acres,8,0,1.04,"$373,226.00",No,1,2,117,117,0.99,NA,Raleigh,NC,place
